Timestep,Preparation Update (ms),Pre-Update (ms),Update (ms),Post-Update (ms),Execution Time (ms),Real Time Factor (%),CPU Usage (%),GPU Usage (%)
3448,,,,,,,11.4,0
3449,,,,,,,11.4,0
3450,,,,,,,9.3,0
3451,,,,,,,12.3,0
3452,,,,,,,9.9,0
3453,,,,,,,10.7,0
3454,,,,,,,12.0,0
3455,,,,,,,9.5,0
3456,,,,,,,10.6,0
3457,,,,,,,10.6,0
3458,,,,,,,11.4,0
3459,,,,,,,9.3,0
3460,,,,,,,10.6,0
3461,,,,,,,11.3,0
3462,,,,,,,12.7,0
3463,,,,,,,11.4,0
3464,,,,,,,9.3,0
3465,,,,,,,11.0,0
3466,,,,,,,11.1,0
3467,,,,,,,10.3,0
3468,,,,,,,11.9,0
3469,,,,,,,11.0,0
3470,,,,,,,8.8,0
3471,,,,,,,11.4,0
3472,,,,,,,11.1,0
3473,,,,,,,9.1,0
3474,,,,,,,10.8,0
3475,,,,,,,10.5,0
3476,,,,,,,11.0,0
3477,,,,,,,9.4,0
3478,,,,,,,11.4,0
3479,,,,,,,11.1,0
3480,,,,,,,9.2,0
3481,,,,,,,11.4,0
3482,,,,,,,11.4,0
3483,,,,,,,10.5,0
3484,,,,,,,10.4,0
3485,,,,,,,11.2,0
3486,,,,,,,9.7,0
3487,,,,,,,11.6,0
3488,,,,,,,10.1,0
3489,,,,,,,10.6,0
3490,,,,,,,11.4,0
3491,,,,,,,10.3,0
3492,,,,,,,11.5,0
3493,,,,,,,11.5,0
3494,,,,,,,9.6,0
3495,,,,,,,11.1,0
3496,,,,,,,12.9,0
3497,,,,,,,10.7,0
3498,,,,,,,9.7,0
3499,,,,,,,11.0,0
3500,,,,,,,9.0,0
3501,,,,,,,10.9,0
3502,,,,,,,12.1,0
3503,,,,,,,11.0,0
3504,,,,,,,9.4,0
3505,,,,,,,12.2,0
3506,,,,,,,8.9,0
3507,,,,,,,11.8,0
3508,,,,,,,11.5,0
3509,,,,,,,10.6,0
3510,,,,,,,9.0,0
3511,,,,,,,13.4,0
3512,,,,,,,12.6,0
3513,,,,,,,9.0,0
3514,,,,,,,10.2,0
3515,,,,,,,10.5,0
3516,,,,,,,11.0,0
3517,,,,,,,11.2,0
3518,,,,,,,11.3,0
3519,,,,,,,10.3,0
3520,,,,,,,9.8,0
3521,,,,,,,11.5,0
3522,,,,,,,12.4,0
3523,,,,,,,10.6,0
3524,,,,,,,10.8,0
3525,,,,,,,12.4,0
3526,,,,,,,12.6,0
3527,,,,,,,9.4,0
3528,,,,,,,10.9,0
3529,,,,,,,11.1,0
3530,,,,,,,9.0,0
3531,,,,,,,11.7,0
3532,,,,,,,10.0,0
3533,,,,,,,10.5,0
3534,,,,,,,11.8,0
3535,,,,,,,10.9,0
3536,,,,,,,9.0,0
3537,,,,,,,11.1,0
3538,,,,,,,12.4,0
3539,,,,,,,8.6,0
3540,,,,,,,10.8,0
3541,,,,,,,11.6,0
3542,,,,,,,8.3,0
3543,,,,,,,12.3,0
3544,,,,,,,10.7,0
3545,,,,,,,10.8,0
3546,,,,,,,11.8,0
3547,,,,,,,11.4,0
3548,,,,,,,10.7,0
3549,,,,,,,11.4,0
3550,,,,,,,10.6,0
3551,,,,,,,9.4,0
3552,,,,,,,10.6,0
3553,,,,,,,12.0,0
3554,,,,,,,8.4,0
3555,,,,,,,10.4,0
3556,,,,,,,11.8,0
3557,,,,,,,11.1,0
3558,,,,,,,9.7,0
3559,,,,,,,10.2,0
3560,,,,,,,10.7,0
3561,,,,,,,11.2,0
3562,,,,,,,9.9,0
3563,,,,,,,12.1,0
3564,,,,,,,9.0,0
3565,,,,,,,10.2,0
3566,,,,,,,10.8,0
3567,,,,,,,8.9,0
3568,,,,,,,11.2,0
3569,,,,,,,13.2,0
3570,,,,,,,9.9,0
3571,,,,,,,10.2,0
3572,,,,,,,9.9,0
3573,,,,,,,11.8,0
3574,,,,,,,11.3,0
3575,,,,,,,10.4,0
3576,,,,,,,11.7,0
3577,,,,,,,9.6,0
3578,,,,,,,11.1,0
3579,,,,,,,10.7,0
3580,,,,,,,10.3,0
3581,,,,,,,11.5,0
3582,,,,,,,10.1,0
3583,,,,,,,11.7,0
3584,,,,,,,11.6,0
3585,,,,,,,9.5,0
3586,,,,,,,10.1,0
3587,,,,,,,11.5,0
3588,,,,,,,11.8,0
3589,,,,,,,11.8,0
3590,,,,,,,9.1,0
3591,,,,,,,10.7,0
3592,,,,,,,11.4,0
3593,,,,,,,12.6,0
3594,,,,,,,9.6,0
3595,,,,,,,11.0,0
3596,,,,,,,10.5,0
3597,,,,,,,11.6,0
3598,,,,,,,10.8,0
3599,,,,,,,9.0,0
3600,,,,,,,10.7,0
3601,,,,,,,10.2,0
3602,,,,,,,10.8,0
3603,,,,,,,10.5,0
3604,,,,,,,11.5,0
3605,,,,,,,10.6,0
3606,,,,,,,10.4,0
3607,,,,,,,11.1,0
3608,,,,,,,10.8,0
3609,,,,,,,8.7,0
3610,,,,,,,10.9,0
3611,,,,,,,10.7,0
3612,,,,,,,9.7,0
3613,,,,,,,12.3,0
3614,,,,,,,11.1,0
3615,,,,,,,9.5,0
3616,,,,,,,12.4,0
3617,,,,,,,12.8,0
3618,,,,,,,11.0,0
3619,,,,,,,8.7,0
3620,,,,,,,12.3,0
3621,,,,,,,10.0,0
3622,,,,,,,13.2,0
3623,,,,,,,9.0,0
3624,,,,,,,12.6,0
3625,,,,,,,10.3,0
3626,,,,,,,10.3,0
3627,,,,,,,11.5,0
3628,,,,,,,9.9,0
3629,,,,,,,10.5,0
3630,,,,,,,11.8,0
3631,,,,,,,10.4,0
3632,,,,,,,10.3,0
3633,,,,,,,11.5,0
3634,,,,,,,10.8,0
3635,,,,,,,9.0,0
3636,,,,,,,11.7,0
3637,,,,,,,11.7,0
3638,,,,,,,9.9,0
3639,,,,,,,10.8,0
3640,,,,,,,10.3,0
3641,,,,,,,11.3,0
3642,,,,,,,10.6,0
3643,,,,,,,10.3,0
3644,,,,,,,9.9,0
3645,,,,,,,11.3,0
3646,,,,,,,11.1,0
3647,,,,,,,10.5,0
3648,,,,,,,12.0,0
3649,,,,,,,9.0,0
3650,,,,,,,11.8,0
3651,,,,,,,11.2,0
3652,,,,,,,9.3,0
3653,,,,,,,11.6,0
3654,,,,,,,11.7,0
3655,,,,,,,9.5,0
3656,,,,,,,13.2,0
3657,,,,,,,12.3,0
3658,,,,,,,9.2,0
3659,,,,,,,11.1,0
3660,,,,,,,11.0,0
3661,,,,,,,8.9,0
3662,,,,,,,11.3,0
3663,,,,,,,11.7,0
3664,,,,,,,11.7,0
3665,,,,,,,10.5,0
3666,,,,,,,9.1,0
3667,,,,,,,11.9,0
3668,,,,,,,12.2,0
3669,,,,,,,9.8,0
3670,,,,,,,10.3,0
3671,,,,,,,10.6,0
3672,,,,,,,11.7,0
3673,,,,,,,11.0,0
3674,,,,,,,8.7,0
3675,,,,,,,10.6,0
3676,,,,,,,11.7,0
3677,,,,,,,11.7,0
3678,,,,,,,9.5,0
3679,,,,,,,10.8,0
3680,,,,,,,13.0,0
3681,,,,,,,8.9,0
3682,,,,,,,11.8,0
3683,,,,,,,11.4,0
3684,,,,,,,9.1,0
3685,,,,,,,11.4,0
3686,,,,,,,11.9,0
3687,,,,,,,,0
3688,,,,,,,,0
3689,,,,,,,,0
3690,,,,,,,,0
3691,,,,,,,,0
3692,,,,,,,,0
3693,,,,,,,,0
3694,,,,,,,,0
3695,,,,,,,,0
3696,,,,,,,,0
3697,,,,,,,,0
3698,,,,,,,,0
3699,,,,,,,,0
3700,,,,,,,,0
3701,,,,,,,,0
3702,,,,,,,,0
3703,,,,,,,,0
3704,,,,,,,,0
3705,,,,,,,,0
3706,,,,,,,,0
3707,,,,,,,,0
3708,,,,,,,,0
3709,,,,,,,,0
3710,,,,,,,,0
3711,,,,,,,,0
3712,,,,,,,,0
3713,,,,,,,,0
3714,,,,,,,,0
3715,,,,,,,,0
3716,,,,,,,,0
3717,,,,,,,,0
3718,,,,,,,,0
3719,,,,,,,,0
3720,,,,,,,,0
3721,,,,,,,,0
3722,,,,,,,,0
3723,,,,,,,,0
3724,,,,,,,,0
3725,,,,,,,,0
3726,,,,,,,,0
3727,,,,,,,,0
3728,,,,,,,,0
3729,,,,,,,,0
3730,,,,,,,,0
3731,,,,,,,,0
3732,,,,,,,,0
3733,,,,,,,,0
3734,,,,,,,,0
3735,,,,,,,,0
3736,,,,,,,,0
3737,,,,,,,,0
3738,,,,,,,,0
3739,,,,,,,,0
3740,,,,,,,,0
3741,,,,,,,,0
3742,,,,,,,,0
3743,,,,,,,,0
3744,,,,,,,,0
3745,,,,,,,,0
3746,,,,,,,,0
3747,,,,,,,,0
3748,,,,,,,,0
3749,,,,,,,,0
3750,,,,,,,,0
3751,,,,,,,,0
3752,,,,,,,,0
3753,,,,,,,,0
3754,,,,,,,,0
3755,,,,,,,,0
3756,,,,,,,,0
3757,,,,,,,,0
3758,,,,,,,,0
3759,,,,,,,,0
3760,,,,,,,,0
3761,,,,,,,,0
3762,,,,,,,,0
3763,,,,,,,,0
3764,,,,,,,,0
3765,,,,,,,,0
3766,,,,,,,,0
3767,,,,,,,,0
3768,,,,,,,,0
3769,,,,,,,,0
3770,,,,,,,,0
3771,,,,,,,,0
3772,,,,,,,,0
3773,,,,,,,,0
3774,,,,,,,,0
3775,,,,,,,,0
3776,,,,,,,,0
3777,,,,,,,,0
3778,,,,,,,,0
3779,,,,,,,,0
3780,,,,,,,,0
3781,,,,,,,,0
3782,,,,,,,,0
3783,,,,,,,,0
3784,,,,,,,,0
3785,,,,,,,,0
3786,,,,,,,,0
3787,,,,,,,,0
3788,,,,,,,,0
3789,,,,,,,,0
3790,,,,,,,,0
3791,,,,,,,,0
3792,,,,,,,,0
3793,,,,,,,,0
3794,,,,,,,,0
3795,,,,,,,,0
3796,,,,,,,,0
3797,,,,,,,,0
3798,,,,,,,,0
3799,,,,,,,,0
3800,,,,,,,,0
3801,,,,,,,,0
3802,,,,,,,,0
3803,,,,,,,,0
3804,,,,,,,,0
3805,,,,,,,,0
3806,,,,,,,,0
3807,,,,,,,,0
3808,,,,,,,,0
3809,,,,,,,,0
3810,,,,,,,,0
3811,,,,,,,,0
3812,,,,,,,,0
3813,,,,,,,,0
3814,,,,,,,,0
3815,,,,,,,,0
3816,,,,,,,,0
3817,,,,,,,,0
3818,,,,,,,,0
3819,,,,,,,,0
3820,,,,,,,,0
3821,,,,,,,,0
3822,,,,,,,,0
3823,,,,,,,,0
3824,,,,,,,,0
3825,,,,,,,,0
3826,,,,,,,,0
3827,,,,,,,,0
3828,,,,,,,,0
3829,,,,,,,,0
3830,,,,,,,,0
3831,,,,,,,,0
3832,,,,,,,,0
3833,,,,,,,,0
3834,,,,,,,,0
3835,,,,,,,,0
3836,,,,,,,,0
3837,,,,,,,,0
3838,,,,,,,,0
3839,,,,,,,,0
3840,,,,,,,,0
3841,,,,,,,,0
3842,,,,,,,,0
3843,,,,,,,,0
3844,,,,,,,,0
3845,,,,,,,,0
3846,,,,,,,,0
3847,,,,,,,,0
3848,,,,,,,,0
3849,,,,,,,,0
3850,,,,,,,,0
3851,,,,,,,,0
3852,,,,,,,,0
3853,,,,,,,,0
3854,,,,,,,,0
3855,,,,,,,,0
3856,,,,,,,,0
3857,,,,,,,,0
3858,,,,,,,,0
3859,,,,,,,,0
3860,,,,,,,,0
3861,,,,,,,,0
3862,,,,,,,,0
3863,,,,,,,,0
3864,,,,,,,,0
3865,,,,,,,,0
3866,,,,,,,,0
3867,,,,,,,,0
3868,,,,,,,,0
3869,,,,,,,,0
3870,,,,,,,,0
3871,,,,,,,,0
3872,,,,,,,,0
3873,,,,,,,,0
3874,,,,,,,,0
3875,,,,,,,,0
3876,,,,,,,,0
3877,,,,,,,,0
3878,,,,,,,,0
3879,,,,,,,,0
3880,,,,,,,,0
3881,,,,,,,,0
3882,,,,,,,,0
3883,,,,,,,,0
3884,,,,,,,,0
3885,,,,,,,,0
3886,,,,,,,,0
3887,,,,,,,,0
3888,,,,,,,,0
3889,,,,,,,,0
3890,,,,,,,,0
3891,,,,,,,,0
3892,,,,,,,,0
3893,,,,,,,,0
3894,,,,,,,,0
3895,,,,,,,,0
3896,,,,,,,,0
3897,,,,,,,,0
3898,,,,,,,,0
3899,,,,,,,,0
3900,,,,,,,,0
3901,,,,,,,,0
3902,,,,,,,,0
3903,,,,,,,,0
3904,,,,,,,,0
3905,,,,,,,,0
3906,,,,,,,,0
3907,,,,,,,,0
3908,,,,,,,,0
3909,,,,,,,,0
3910,,,,,,,,0
3911,,,,,,,,0
3912,,,,,,,,0
3913,,,,,,,,0
3914,,,,,,,,0
3915,,,,,,,,0
3916,,,,,,,,0
3917,,,,,,,,0
3918,,,,,,,,0
3919,,,,,,,,0
3920,,,,,,,,0
3921,,,,,,,,0
3922,,,,,,,,0
3923,,,,,,,,0
3924,,,,,,,,0
3925,,,,,,,,0
3926,,,,,,,,0
3927,,,,,,,,0
3928,,,,,,,,0
3929,,,,,,,,0
3930,,,,,,,,0
3931,,,,,,,,0
3932,,,,,,,,0
3933,,,,,,,,0
3934,,,,,,,,0
3935,,,,,,,,0
3936,,,,,,,,0
3937,,,,,,,,0
3938,,,,,,,,0
3939,,,,,,,,0
3940,,,,,,,,0
3941,,,,,,,,0
3942,,,,,,,,0
3943,,,,,,,,0
3944,,,,,,,,0
3945,,,,,,,,0
3946,,,,,,,,0
3947,,,,,,,,0
3948,,,,,,,,0
3949,,,,,,,,0
3950,,,,,,,,0
3951,,,,,,,,0
3952,,,,,,,,0
3953,,,,,,,,0
3954,,,,,,,,0
3955,,,,,,,,0
3956,,,,,,,,0
3957,,,,,,,,0
3958,,,,,,,,0
3959,,,,,,,,0
3960,,,,,,,,0
3961,,,,,,,,0
3962,,,,,,,,0
3963,,,,,,,,0
3964,,,,,,,,0
3965,,,,,,,,0
3966,,,,,,,,0
3967,,,,,,,,0
3968,,,,,,,,0
3969,,,,,,,,0
3970,,,,,,,,0
3971,,,,,,,,0
3972,,,,,,,,0
3973,,,,,,,,0
3974,,,,,,,,0
3975,,,,,,,,0
3976,,,,,,,,0
3977,,,,,,,,0
3978,,,,,,,,0
3979,,,,,,,,0
3980,,,,,,,,0
3981,,,,,,,,0
3982,,,,,,,,0
3983,,,,,,,,0
3984,,,,,,,,0
3985,,,,,,,,0
3986,,,,,,,,0
3987,,,,,,,,0
3988,,,,,,,,0
3989,,,,,,,,0
3990,,,,,,,,0
3991,,,,,,,,0
3992,,,,,,,,0
3993,,,,,,,,0
3994,,,,,,,,0
3995,,,,,,,,0
3996,,,,,,,,0
3997,,,,,,,,0
3998,,,,,,,,0
3999,,,,,,,,0
4000,,,,,,,,0
4001,,,,,,,,0
4002,,,,,,,,0
4003,,,,,,,,0
4004,,,,,,,,0
4005,,,,,,,,0
4006,,,,,,,,0
4007,,,,,,,,0
4008,,,,,,,,0
4009,,,,,,,,0
4010,,,,,,,,0
4011,,,,,,,,0
4012,,,,,,,,0
4013,,,,,,,,0
4014,,,,,,,,0
4015,,,,,,,,0
4016,,,,,,,,0
4017,,,,,,,,0
4018,,,,,,,,0
4019,,,,,,,,0
4020,,,,,,,,0
4021,,,,,,,,0
4022,,,,,,,,0
4023,,,,,,,,0
4024,,,,,,,,0
4025,,,,,,,,0
4026,,,,,,,,0
4027,,,,,,,,0
4028,,,,,,,,0
4029,,,,,,,,0
4030,,,,,,,,0
4031,,,,,,,,0
4032,,,,,,,,0
4033,,,,,,,,0
4034,,,,,,,,0
4035,,,,,,,,0
4036,,,,,,,,0
4037,,,,,,,,0
4038,,,,,,,,0
4039,,,,,,,,0
4040,,,,,,,,0
4041,,,,,,,,0
4042,,,,,,,,0
4043,,,,,,,,0
4044,,,,,,,,0
4045,,,,,,,,0
4046,,,,,,,,0
4047,,,,,,,,0
4048,,,,,,,,0
4049,,,,,,,,0
4050,,,,,,,,0
4051,,,,,,,,0
4052,,,,,,,,0
4053,,,,,,,,0
4054,,,,,,,,0
4055,,,,,,,,0
4056,,,,,,,,0
4057,,,,,,,,0
4058,,,,,,,,0
4059,,,,,,,,0
4060,,,,,,,,0
4061,,,,,,,,0
4062,,,,,,,,0
4063,,,,,,,,0
4064,,,,,,,,0
4065,,,,,,,,0
4066,,,,,,,,0
4067,,,,,,,,0
4068,,,,,,,,0
4069,,,,,,,,0
4070,,,,,,,,0
4071,,,,,,,,0
4072,,,,,,,,0
4073,,,,,,,,0
4074,,,,,,,,0
4075,,,,,,,,0
4076,,,,,,,,0
4077,,,,,,,,0
4078,,,,,,,,0
4079,,,,,,,,0
4080,,,,,,,,0
4081,,,,,,,,0
4082,,,,,,,,0
4083,,,,,,,,0
4084,,,,,,,,0
4085,,,,,,,,0
4086,,,,,,,,0
4087,,,,,,,,0
4088,,,,,,,,0
4089,,,,,,,,0
4090,,,,,,,,0
4091,,,,,,,,0
4092,,,,,,,,0
4093,,,,,,,,0
4094,,,,,,,,0
4095,,,,,,,,0
4096,,,,,,,,0
4097,,,,,,,,0
4098,,,,,,,,0
4099,,,,,,,,0
4100,,,,,,,,0
4101,,,,,,,,0
4102,,,,,,,,0
4103,,,,,,,,0
4104,,,,,,,,0
4105,,,,,,,,0
4106,,,,,,,,0
4107,,,,,,,,0
4108,,,,,,,,0
4109,,,,,,,,0
4110,,,,,,,,0
4111,,,,,,,,0
4112,,,,,,,,0
4113,,,,,,,,0
4114,,,,,,,,0
4115,,,,,,,,0
4116,,,,,,,,0
4117,,,,,,,,0
4118,,,,,,,,0
4119,,,,,,,,0
4120,,,,,,,,0
4121,,,,,,,,0
4122,,,,,,,,0
4123,,,,,,,,0
4124,,,,,,,,0
4125,,,,,,,,0
4126,,,,,,,,0
4127,,,,,,,,0
4128,,,,,,,,0
4129,,,,,,,,0
4130,,,,,,,,0
4131,,,,,,,,0
4132,,,,,,,,0
4133,,,,,,,,0
4134,,,,,,,,0
4135,,,,,,,,0
4136,,,,,,,,0
4137,,,,,,,,0
4138,,,,,,,,0
4139,,,,,,,,0
4140,,,,,,,,0
4141,,,,,,,,0
4142,,,,,,,,0
4143,,,,,,,,0
4144,,,,,,,,0
4145,,,,,,,,0
4146,,,,,,,,0
4147,,,,,,,,0
4148,,,,,,,,0
4149,,,,,,,,0
4150,,,,,,,,0
4151,,,,,,,,0
4152,,,,,,,,0
4153,,,,,,,,0
4154,,,,,,,,0
4155,,,,,,,,0
4156,,,,,,,,0
4157,,,,,,,,0
4158,,,,,,,,0
4159,,,,,,,,0
4160,,,,,,,,0
4161,,,,,,,,0
4162,,,,,,,,0
4163,,,,,,,,0
4164,,,,,,,,0
4165,,,,,,,,0
4166,,,,,,,,0
4167,,,,,,,,0
4168,,,,,,,,0
4169,,,,,,,,0
4170,,,,,,,,0
4171,,,,,,,,0
4172,,,,,,,,0
4173,,,,,,,,0
4174,,,,,,,,0
4175,,,,,,,,0
4176,,,,,,,,0
4177,,,,,,,,0
4178,,,,,,,,0
4179,,,,,,,,0
4180,,,,,,,,0
4181,,,,,,,,0
4182,,,,,,,,0
4183,,,,,,,,0
4184,,,,,,,,0
4185,,,,,,,,0
4186,,,,,,,,0
4187,,,,,,,,0
4188,,,,,,,,0
4189,,,,,,,,0
4190,,,,,,,,0
4191,,,,,,,,0
4192,,,,,,,,0
4193,,,,,,,,0
4194,,,,,,,,0
4195,,,,,,,,0
4196,,,,,,,,0
4197,,,,,,,,0
4198,,,,,,,,0
4199,,,,,,,,0
4200,,,,,,,,0
4201,,,,,,,,0
4202,,,,,,,,0
4203,,,,,,,,0
4204,,,,,,,,0
4205,,,,,,,,0
4206,,,,,,,,0
4207,,,,,,,,0
4208,,,,,,,,0
4209,,,,,,,,0
4210,,,,,,,,0
4211,,,,,,,,0
4212,,,,,,,,0
4213,,,,,,,,0
4214,,,,,,,,0
4215,,,,,,,,0
4216,,,,,,,,0
4217,,,,,,,,0
4218,,,,,,,,0
4219,,,,,,,,0
4220,,,,,,,,0
4221,,,,,,,,0
4222,,,,,,,,0
4223,,,,,,,,0
4224,,,,,,,,0
4225,,,,,,,,0
4226,,,,,,,,0
4227,,,,,,,,0
4228,,,,,,,,0
4229,,,,,,,,0
4230,,,,,,,,0
4231,,,,,,,,0
4232,,,,,,,,0
4233,,,,,,,,0
4234,,,,,,,,0
4235,,,,,,,,0
4236,,,,,,,,0
4237,,,,,,,,0
4238,,,,,,,,0
4239,,,,,,,,0
4240,,,,,,,,0
4241,,,,,,,,0
4242,,,,,,,,0
4243,,,,,,,,0
4244,,,,,,,,0
4245,,,,,,,,0
4246,,,,,,,,0
4247,,,,,,,,0
4248,,,,,,,,0
4249,,,,,,,,0
4250,,,,,,,,0
4251,,,,,,,,0
4252,,,,,,,,0
4253,,,,,,,,0
4254,,,,,,,,0
4255,,,,,,,,0
4256,,,,,,,,0
4257,,,,,,,,0
4258,,,,,,,,0
4259,,,,,,,,0
4260,,,,,,,,0
4261,,,,,,,,0
4262,,,,,,,,0
4263,,,,,,,,0
4264,,,,,,,,0
4265,,,,,,,,0
4266,,,,,,,,0
4267,,,,,,,,0
4268,,,,,,,,0
4269,,,,,,,,0
4270,,,,,,,,0
4271,,,,,,,,0
4272,,,,,,,,0
4273,,,,,,,,0
4274,,,,,,,,0
4275,,,,,,,,0
4276,,,,,,,,0
4277,,,,,,,,0
4278,,,,,,,,0
4279,,,,,,,,0
4280,,,,,,,,0
4281,,,,,,,,0
4282,,,,,,,,0
4283,,,,,,,,0
4284,,,,,,,,0
4285,,,,,,,,0
4286,,,,,,,,0
4287,,,,,,,,0
4288,,,,,,,,0
4289,,,,,,,,0
4290,,,,,,,,0
4291,,,,,,,,0
4292,,,,,,,,0
4293,,,,,,,,0
4294,,,,,,,,0
4295,,,,,,,,0
4296,,,,,,,,0
4297,,,,,,,,0
4298,,,,,,,,0
4299,,,,,,,,0
4300,,,,,,,,0
4301,,,,,,,,0
4302,,,,,,,,0
4303,,,,,,,,0
4304,,,,,,,,0
4305,,,,,,,,0
4306,,,,,,,,0
4307,,,,,,,,0
4308,,,,,,,,0
4309,,,,,,,,0
4310,,,,,,,,0
4311,,,,,,,,0
4312,,,,,,,,0
4313,,,,,,,,0
4314,,,,,,,,0
4315,,,,,,,,0
4316,,,,,,,,0
4317,,,,,,,,0
4318,,,,,,,,0
4319,,,,,,,,0
4320,,,,,,,,0
4321,,,,,,,,0
4322,,,,,,,,0
4323,,,,,,,,0
4324,,,,,,,,0
4325,,,,,,,,0
4326,,,,,,,,0
4327,,,,,,,,0
4328,,,,,,,,0
4329,,,,,,,,0
4330,,,,,,,,0
4331,,,,,,,,0
4332,,,,,,,,0
4333,,,,,,,,0
4334,,,,,,,,0
4335,,,,,,,,0
4336,,,,,,,,0
4337,,,,,,,,0
4338,,,,,,,,0
4339,,,,,,,,0
4340,,,,,,,,0
4341,,,,,,,,0
4342,,,,,,,,0
4343,,,,,,,,0
4344,,,,,,,,0
4345,,,,,,,,0
4346,,,,,,,,0
4347,,,,,,,,0
4348,,,,,,,,0
4349,,,,,,,,0
4350,,,,,,,,0
4351,,,,,,,,0
4352,,,,,,,,0
4353,,,,,,,,0
4354,,,,,,,,0
4355,,,,,,,,0
4356,,,,,,,,0
4357,,,,,,,,0
4358,,,,,,,,0
4359,,,,,,,,0
4360,,,,,,,,0
4361,,,,,,,,0
4362,,,,,,,,0
4363,,,,,,,,0
4364,,,,,,,,0
4365,,,,,,,,0
4366,,,,,,,,0
4367,,,,,,,,0
4368,,,,,,,,0
4369,,,,,,,,0
4370,,,,,,,,0
4371,,,,,,,,0
4372,,,,,,,,0
4373,,,,,,,,0
4374,,,,,,,,0
4375,,,,,,,,0
4376,,,,,,,,0
4377,,,,,,,,0
4378,,,,,,,,0
4379,,,,,,,,0
4380,,,,,,,,0
4381,,,,,,,,0
4382,,,,,,,,0
4383,,,,,,,,0
4384,,,,,,,,0
4385,,,,,,,,0
4386,,,,,,,,0
4387,,,,,,,,0
4388,,,,,,,,0
4389,,,,,,,,0
4390,,,,,,,,0
4391,,,,,,,,0
4392,,,,,,,,0
4393,,,,,,,,0
4394,,,,,,,,0
4395,,,,,,,,0
4396,,,,,,,,0
4397,,,,,,,,0
4398,,,,,,,,0
4399,,,,,,,,0
4400,,,,,,,,0
4401,,,,,,,,0
4402,,,,,,,,0
4403,,,,,,,,0
4404,,,,,,,,0
4405,,,,,,,,0
4406,,,,,,,,0
4407,,,,,,,,0
4408,,,,,,,,0
4409,,,,,,,,0
4410,,,,,,,,0
4411,,,,,,,,0
4412,,,,,,,,0
4413,,,,,,,,0
4414,,,,,,,,0
4415,,,,,,,,0
4416,,,,,,,,0
4417,,,,,,,,0
4418,,,,,,,,0
4419,,,,,,,,0
4420,,,,,,,,0
4421,,,,,,,,0
4422,,,,,,,,0
4423,,,,,,,,0
4424,,,,,,,,0
4425,,,,,,,,0
4426,,,,,,,,0
4427,,,,,,,,0
4428,,,,,,,,0
4429,,,,,,,,0
4430,,,,,,,,0
4431,,,,,,,,0
4432,,,,,,,,0
4433,,,,,,,,0
4434,,,,,,,,0
4435,,,,,,,,0
4436,,,,,,,,0
4437,,,,,,,,0
4438,,,,,,,,0
4439,,,,,,,,0
4440,,,,,,,,0
4441,,,,,,,,0
4442,,,,,,,,0
